payment_id,account_id,payment_date,amount
3de803f8-ba48-4d51-aaaf-248420671281,617fd0f9-9a3c-48a5-8a11-7f8bc4e3ce3d,2025-08-20,145.17
0616c598-b15e-439e-9784-73dd99c013ac,617fd0f9-9a3c-48a5-8a11-7f8bc4e3ce3d,2025-08-02,98.8
07c3e750-f8d3-433f-8c18-5ab311087c30,71ebbc18-aadb-429d-b8db-b8aa33a5cba9,2025-08-24,156.59
29265b63-8737-413c-89a0-be129d0f1792,7e2acdf6-c3a0-46fb-ad88-0987cf0a4252,2025-08-23,68.18
e6fa203f-6092-4f00-a24a-20bbd8b22220,7e2acdf6-c3a0-46fb-ad88-0987cf0a4252,2025-08-17,86.09
2eeec3f0-11ac-42b7-bc97-309a7859324d,8eeb6e30-5986-48d0-8536-aeb532ecb822,2025-08-12,26.49
3da108cd-1ee9-4d5a-a00a-6fb33d85f8ba,cf15f121-2cd6-42d1-bd68-697b7251e73c,2025-07-27,102.06
61882222-d45b-46a1-ae18-60213074e6ce,cf15f121-2cd6-42d1-bd68-697b7251e73c,2025-08-05,97.46
ed4894c5-619c-46ca-aebb-45feeda5e574,b2bf0f4c-040e-4ebd-bd99-005375217bd3,2025-08-11,116.16
0d1b886f-28e1-46a3-b557-6a4dfae5d124,b2bf0f4c-040e-4ebd-bd99-005375217bd3,2025-08-11,145.31
dcdbe036-0f8b-426c-a787-a3e81647a77e,781b668e-f632-4c4a-a561-5880463c2ad7,2025-08-03,69.56
9338cf85-9cad-4976-81f7-421283b41e7f,781b668e-f632-4c4a-a561-5880463c2ad7,2025-08-01,72.68
ceb03673-c142-42ca-94c7-ebc92053c008,781b668e-f632-4c4a-a561-5880463c2ad7,2025-08-14,135.0
2c39c6e9-4bca-4ccb-8e93-c6c5fae85884,67072397-45ce-4334-9d72-962f7d4d7dfc,2025-08-12,54.16
2bf1409e-858d-46b8-9003-d82df0d896fb,67072397-45ce-4334-9d72-962f7d4d7dfc,2025-08-15,48.03
a3c094d9-999c-460a-ad5b-60465f078441,67072397-45ce-4334-9d72-962f7d4d7dfc,2025-08-21,126.48
5eb65f8f-d655-49de-a728-7ba8afe58c11,ca581d85-8204-468f-9059-798f84ca5bd1,2025-08-10,49.27
15cdfaae-11e9-40ca-bb4f-76e24d12ceda,ca581d85-8204-468f-9059-798f84ca5bd1,2025-08-19,94.3
aa1ac8f8-0e1a-40ba-8d99-4ed75033182e,86138815-e16b-4256-9430-81dc3956f6e9,2025-08-22,46.51
d0f1db29-6f4d-4dee-8964-de5a98de9910,86138815-e16b-4256-9430-81dc3956f6e9,2025-08-24,92.7
7639a3a4-e6ce-4539-b131-1ba4c2e62cc4,216b066a-0e33-4b3b-9d7f-704d196a2659,2025-08-12,78.72
4e9d3327-3e55-4865-89b4-d09cca974444,216b066a-0e33-4b3b-9d7f-704d196a2659,2025-08-26,44.49
4dc6661e-adf1-4398-b3eb-dfe5a45557c9,2a4a0cba-fe05-43c0-a874-e15789fce69b,2025-08-03,84.59
ea687336-fcf1-45d2-8091-e950f3f913de,2a4a0cba-fe05-43c0-a874-e15789fce69b,2025-08-07,72.78
eb72e3af-43fa-4319-8172-d78aea1cc8bf,2a4a0cba-fe05-43c0-a874-e15789fce69b,2025-08-01,207.72
79263be3-41c8-4c14-8348-324a653466a1,a24a8256-9681-480c-96f7-d040b4557182,2025-08-15,8.16
07a5b385-e237-4129-9905-cfa40f72c9f5,a24a8256-9681-480c-96f7-d040b4557182,2025-08-06,38.5
636178af-54dd-42f6-967a-1d4c83967666,a24a8256-9681-480c-96f7-d040b4557182,2025-08-14,25.7
8514ddb3-3b13-4ea7-a5f3-8cb9cb4b26fb,45c7e997-1d04-41f1-ae6b-af08347476f7,2025-08-03,69.49
690856bf-00ca-459f-9e01-7076aa2c5fb0,45c7e997-1d04-41f1-ae6b-af08347476f7,2025-08-19,130.83
4f22dfd3-a86c-483d-b63d-a75b1ec3b5f8,317bed22-7de8-416c-a409-0edec2e66725,2025-08-16,51.71
21951e6f-8f87-44f4-9ca0-cc0dbbf5d0d6,e48b5f11-d59e-4cd7-af2e-88908348c75b,2025-08-04,110.62
88d09bb2-a9e0-4dae-85df-acbf76eda769,e48b5f11-d59e-4cd7-af2e-88908348c75b,2025-08-03,72.33
72925cb2-454b-4562-baef-b2281cdbb04a,e48b5f11-d59e-4cd7-af2e-88908348c75b,2025-08-13,99.39
a3b78013-0f5d-4dd0-9d5e-88649efa2b75,ac508609-2271-4e0b-9f4a-30c4653be965,2025-08-02,46.15
967ddf56-d61c-4e41-a258-5fbcd5af38f3,ac508609-2271-4e0b-9f4a-30c4653be965,2025-08-11,66.61
c03ef49b-1495-4e80-b2c9-aa4c80c0fa16,4437fa08-6460-4859-815e-b898c548ba2d,2025-08-23,63.85
d957c2c4-20a3-4ec8-9986-fedd08063696,90dbe92a-9a5d-4ee1-bb5b-8c90382b07d2,2025-07-31,162.5
2fd4571c-1a94-4eae-98d3-a78aaea50c35,90dbe92a-9a5d-4ee1-bb5b-8c90382b07d2,2025-08-17,37.3
ebd2fce2-0d5d-4442-84e1-c864d7d28c4c,90dbe92a-9a5d-4ee1-bb5b-8c90382b07d2,2025-08-14,87.66
00e00274-79b4-4923-a04f-ca59c4a5511b,ba475c5a-bd95-4db4-bd53-f5d207f36c71,2025-08-18,89.65
87ab80af-f8f3-475f-9ab1-8a0df6a2e794,ba475c5a-bd95-4db4-bd53-f5d207f36c71,2025-08-11,79.64
eedf805d-4bec-473b-8871-c36f65d6e718,a565982d-6d3e-4ba0-a7d6-bbabd94b2bc4,2025-08-16,92.12
695d65ce-9166-4f37-91e9-208b3ddb8611,b11856f0-4f4d-4460-a685-59abe8ea27d2,2025-08-08,95.6
96754ac4-f685-4ac9-a393-d460289e9937,b11856f0-4f4d-4460-a685-59abe8ea27d2,2025-07-29,49.11
6e361ac7-dcc9-49e0-845d-36a613f00f34,d71a1238-5f6d-44b5-98b9-7187bc3f459a,2025-07-30,103.19
d418b98a-dcb2-40bb-bf8c-5aeba6f49cb6,426c49b0-fe57-4fd0-ad9d-4bda8fbe8c66,2025-08-25,93.03
a19ca9a2-e506-492d-9281-60a234d74d9e,426c49b0-fe57-4fd0-ad9d-4bda8fbe8c66,2025-07-31,99.35
553f65d4-af79-4a73-ac09-59e0eaf895c8,b13b0d91-aa4c-47db-a376-64785dc1c023,2025-08-14,70.58
b47b799e-b1d6-4251-9fd5-4e9b32f708f2,b13b0d91-aa4c-47db-a376-64785dc1c023,2025-08-23,67.85
7c776f0e-a8ed-4334-8bf1-620eb3c86f2d,31d4e221-bda8-444e-9ddc-b0225c4f985d,2025-08-07,1.79
3b52a5ee-c7ab-4754-959c-959ec169a5ce,31d4e221-bda8-444e-9ddc-b0225c4f985d,2025-08-07,35.61
5cb5f554-72a6-43ee-a570-b6e5065c3c64,31d4e221-bda8-444e-9ddc-b0225c4f985d,2025-08-17,46.41
38eabd51-beab-4d97-b53a-eb3d0d11d0f4,68b8cfab-9e46-466f-a698-3a70dcffdcdc,2025-08-07,40.03
f2ed71c3-1b91-427c-9862-722c89c7d395,68b8cfab-9e46-466f-a698-3a70dcffdcdc,2025-08-16,59.81
9ec97d44-5654-41f5-afc5-71d589b5998d,68b8cfab-9e46-466f-a698-3a70dcffdcdc,2025-08-23,57.39
534bcc91-eb41-46ae-a523-0cff90b5abd5,42c81535-d6fc-4d9c-9214-1fe50298c155,2025-08-14,63.57
b58d61dd-47d7-477a-ab08-bec7a8f78435,5f51916b-ee0a-4ad4-a512-dffb666f5afa,2025-08-13,110.54
9a85c779-b699-4139-94df-0ef3bfb5e9b0,5f51916b-ee0a-4ad4-a512-dffb666f5afa,2025-08-11,130.28
a2afa139-2661-4d21-bd64-a292d1618b54,5f51916b-ee0a-4ad4-a512-dffb666f5afa,2025-08-17,111.83
9f3bba71-0b93-4b44-8ff0-6b16c8461c05,ceeab433-cb27-4962-b598-b4be13493c21,2025-08-10,104.75
11af1e97-dceb-42cc-b9fa-61cd6b635520,ceeab433-cb27-4962-b598-b4be13493c21,2025-08-22,43.85
542bbb38-6415-41ca-9405-af799584c791,9ea6ed91-bfa0-47ae-970e-23e360674d3f,2025-07-28,92.97
9bbd2064-c67e-4601-9d96-67b2c13123f1,9ea6ed91-bfa0-47ae-970e-23e360674d3f,2025-07-29,61.42
ea814cf3-0b16-4d61-8e6c-964e8e2a2663,a20a24f8-c5fa-4054-897e-34c8cc5921c8,2025-08-01,88.05
293cd438-d2b4-4abf-a6eb-94a622549505,a20a24f8-c5fa-4054-897e-34c8cc5921c8,2025-08-04,114.71
b45dc0f0-2080-4540-8c54-b267a3cb6be1,a20a24f8-c5fa-4054-897e-34c8cc5921c8,2025-08-10,64.88
3552cb1d-1a30-45c3-bb9f-ae6e212b7fce,bcdbb764-bdea-43a3-8794-06e9b3d168e0,2025-08-10,121.15
321212c9-280c-432c-bab5-b1a1008e93f5,bcdbb764-bdea-43a3-8794-06e9b3d168e0,2025-08-09,27.33
7256ba16-0ac6-4f9e-9953-62285b27965e,7d32b34a-bf5c-4231-9d37-61161709b641,2025-08-02,91.29
54185756-b7ce-48e9-8c77-15fe809aa6a6,3ce00a09-0b30-495b-8dfd-eee860931115,2025-08-22,109.86
fc0d1fe0-f7fc-4302-a91a-0e513c8cb147,3ce00a09-0b30-495b-8dfd-eee860931115,2025-08-22,41.35
fa9db263-3dd3-4efc-a6f3-8734b9515448,da292b9f-3185-411d-8f97-7a62d6c11ffa,2025-08-01,86.01
5bfc2885-e908-43f4-975f-28b8fa466d04,da292b9f-3185-411d-8f97-7a62d6c11ffa,2025-08-09,85.63
1eabe417-4812-4abb-973c-fdcd2001041b,8b954ce7-63fe-43ae-a987-23358b7ca152,2025-08-14,124.02
74bfdb1d-e125-4c05-8a95-c65901647d0f,8b954ce7-63fe-43ae-a987-23358b7ca152,2025-08-25,76.09
71be8abb-5953-49fc-926c-d450b0528eee,8b954ce7-63fe-43ae-a987-23358b7ca152,2025-08-12,136.47
c546f488-863c-4993-804e-285023c18871,92bf9f7b-12df-4dcf-b202-0bca487e03ec,2025-08-03,93.28
22d463d4-0916-472c-b5dc-cbc157b885cf,b36391e3-1390-4724-a61b-0481994347dc,2025-08-17,87.62
3001fd99-cf52-4436-bb78-654369c5a3e9,b36391e3-1390-4724-a61b-0481994347dc,2025-08-11,101.63
09e4fa3e-dbfd-4d84-9dd8-cc13c0e0d291,b36391e3-1390-4724-a61b-0481994347dc,2025-08-23,115.39
6172e3ff-175b-4eee-ac12-7139060c032d,ce48297d-6237-4147-b7fe-59c3833bf5fc,2025-08-02,120.13
342acc7b-d1d4-40ac-93f6-578303d04008,a623817f-804d-4804-8c91-9e80c70f8a90,2025-08-20,162.27
1f58c877-9268-4f4a-9d38-0440d944372c,a623817f-804d-4804-8c91-9e80c70f8a90,2025-08-23,48.94
8d57a800-f0d1-4c9d-afda-a21128987cf9,a623817f-804d-4804-8c91-9e80c70f8a90,2025-08-19,163.65
d4a77c7b-d09c-4d64-81a4-e52111748ef1,866ab53f-6f65-4dd9-9f2c-d06e44b922c6,2025-08-16,43.57
8baf9395-9566-4b19-a739-68a76e3f8f6d,866ab53f-6f65-4dd9-9f2c-d06e44b922c6,2025-08-25,83.67
1e3fe731-6ff9-4708-987b-ddd1067806ac,e987f612-9cbb-432a-a050-1ebd14296bcd,2025-07-27,4.59
0688e731-b803-44a9-8f87-68cd3baaa0b2,85ac5701-8ba6-4563-8e26-ab983167caa2,2025-08-16,68.15
bd3e52d4-cb2f-4fd5-aa3e-7d5b1a9aa658,85ac5701-8ba6-4563-8e26-ab983167caa2,2025-07-29,109.82
1590a4e8-64cd-4248-a5da-4d401d8cef76,85ac5701-8ba6-4563-8e26-ab983167caa2,2025-08-04,44.56
524b0258-fb00-4699-bea2-a8902b6eeabe,14e3c7cf-d598-44d0-a27d-d8233618c511,2025-07-30,32.08
88d2d119-d295-4c47-b920-a02778d83654,14e3c7cf-d598-44d0-a27d-d8233618c511,2025-08-19,29.07
214bafd7-e2fc-4aca-a2bc-2d2988df76a7,14e3c7cf-d598-44d0-a27d-d8233618c511,2025-08-26,102.37
02498bda-cb44-49b0-8df7-033f222b7471,bd8fe1f2-7721-43bb-8a3c-e0c0069c5653,2025-08-12,170.12
3d9a261c-0108-46b0-a6f9-ce5e382baa33,bd8fe1f2-7721-43bb-8a3c-e0c0069c5653,2025-08-11,83.32
304821e8-506d-47d5-bc83-19a68bc9b009,58043d71-369a-4db4-a16b-a1cf98c40c46,2025-08-13,61.32
0cd9a7a6-eb7b-4a5c-9f49-b81fcf93852d,58043d71-369a-4db4-a16b-a1cf98c40c46,2025-08-16,50.65
cc33cba7-c5b7-4165-aa54-0d86c8f30de6,e3686e01-95fa-435d-a161-5490233a165f,2025-07-29,81.44
c1d76668-c577-48ae-9855-58cdebcf0902,f5ae0f0a-3abb-4468-9f4c-0c971eca2218,2025-08-16,119.01
fe953821-7286-49cf-a8c3-8290999e694b,2f0b94ca-c409-4e3c-ad10-d1c4679387b6,2025-08-03,100.04
3d607f9c-3ea6-489f-8399-5ca6fb5b7ab9,f56119cd-ed23-4742-b210-f416d0f14b58,2025-08-18,7.6
ec433581-39c1-4b7c-8626-ff518f16ce86,91a1b9a4-91bb-497f-b084-80bdcf8dc703,2025-08-10,52.48
011201fc-2a15-4ea4-b2b7-b8e6942b9c4a,91a1b9a4-91bb-497f-b084-80bdcf8dc703,2025-08-10,115.43
ca7eefc8-7816-4965-91f4-5b7fdd9a9f8d,e5508a14-b955-4c89-9fb4-9f61c0915300,2025-08-17,89.2
68dd198b-09d3-4daa-87bf-3d460a94f81b,861f0576-e0b9-4961-821b-0c88832674d0,2025-08-14,137.29
91fb66d1-c1d2-48de-932f-8f68ad40e466,eaa1279c-d09c-4d31-ab5e-e988ef29c7f8,2025-07-30,69.14
d0a0cebc-bfef-45c9-bebd-c3727ce8b0a7,eaa1279c-d09c-4d31-ab5e-e988ef29c7f8,2025-08-18,41.38
3a9234c6-81a0-4733-8673-7b194a770bde,eaa1279c-d09c-4d31-ab5e-e988ef29c7f8,2025-08-17,81.21
5561e864-875e-4945-a2d9-5aa063c2f40f,c33b89d7-6648-4085-87a2-571446911820,2025-07-29,96.97
9d1be910-3b19-4d68-93e2-da71597b3a07,18998cea-a676-46b8-8d7e-4cfbc7f99d67,2025-08-22,85.73
28fdcdc3-e07e-40fd-84a6-a2f60c3fd863,18998cea-a676-46b8-8d7e-4cfbc7f99d67,2025-08-18,116.27
379d8415-3d04-4deb-9557-7a5eb15e7714,c475caf2-4983-4edf-906c-d28d4bf605bf,2025-08-12,71.38
5968fd35-3aa6-43c6-b780-d1c5e66b29b6,c475caf2-4983-4edf-906c-d28d4bf605bf,2025-08-24,55.53
b9638ee0-5ffa-4352-a9aa-6d502deb9b60,184f30e5-4fdc-42b8-a949-1f2a2debc41e,2025-08-23,78.52
b590ae8e-df4a-435b-a0c3-2006de1f0c32,184f30e5-4fdc-42b8-a949-1f2a2debc41e,2025-08-05,23.75
9dbc782d-41e7-4fdc-9ecd-c18207bf6e28,184f30e5-4fdc-42b8-a949-1f2a2debc41e,2025-07-29,76.68
79f75133-1622-4320-b2cb-e5529725a52f,ae93ffa0-c62d-4fa2-85f8-6139251c1190,2025-08-15,83.3
681caa76-6af6-42a5-ab8c-abd87b8c8cc0,a9bf8afb-897f-46c6-807f-fda88f02d7f9,2025-08-12,21.7
322d8fbd-8a0f-4576-9ca1-84b1f9d9627f,a9bf8afb-897f-46c6-807f-fda88f02d7f9,2025-08-09,60.6
a4eabd7a-667d-43f5-be85-47582b4575be,34bb66b9-974b-4f71-a0a3-25a8680f032a,2025-08-16,111.02
29cb8b48-a1df-4174-9c21-177fcf8d1064,34bb66b9-974b-4f71-a0a3-25a8680f032a,2025-08-16,99.21
f0554210-1503-486d-8f24-82551758215a,34bb66b9-974b-4f71-a0a3-25a8680f032a,2025-08-06,189.23
c3515e98-2ad4-45e7-ab50-070c54418849,c5453b4a-a346-439c-9f62-239b69c5dcaf,2025-08-25,113.17
f151f270-e5f4-4ea2-a5b6-b2cf18f394a3,c5453b4a-a346-439c-9f62-239b69c5dcaf,2025-08-12,56.73
3a60a78a-627b-452b-9bcb-f67e97a84537,7995b5c9-a013-4ebd-ab55-58d1041c9e0b,2025-08-12,67.24
645804c0-a72d-4796-9b31-6e8f2025c464,e789b6ad-5ae8-4e80-b0b8-8c75aaa1106d,2025-08-18,48.16
75fbea55-caf7-4f77-82c0-4532d2ef27b7,e789b6ad-5ae8-4e80-b0b8-8c75aaa1106d,2025-08-04,77.44
ff222665-9f64-4daa-9a6e-1b8f66a0be86,e789b6ad-5ae8-4e80-b0b8-8c75aaa1106d,2025-08-26,56.39
f46fc876-9b9b-4be9-9366-3fa457eb45dd,f9e678e9-efd5-4bce-adb0-508b69b85478,2025-08-08,24.89
148e8a62-ef1b-4c91-aaaa-0905b968b1e5,f9e678e9-efd5-4bce-adb0-508b69b85478,2025-08-07,5.68
15556cd3-d2a2-4194-8336-4d9479819121,2fd52037-d791-4ada-8fc1-26a89aacde25,2025-08-16,113.66
83b9c49f-2240-4e27-a3de-042943df48d7,24a775a0-24bf-49a3-a74e-80170c07d0d9,2025-08-08,33.38
1a881443-6a08-4e24-9f25-5070faf0c616,1db007b5-fa93-4206-b2e7-945c09b2dddf,2025-08-02,112.43
a98a9564-1d10-4fac-912c-4cde7fc73c7b,1db007b5-fa93-4206-b2e7-945c09b2dddf,2025-08-12,101.41
bd58517b-da72-40c6-b4db-7a5043a0b8d1,09c54dd7-42b4-42c4-88bd-7721a59e8cb6,2025-08-15,51.67
8d02fe6c-9bcf-42ba-a1ac-e116122eb278,09c54dd7-42b4-42c4-88bd-7721a59e8cb6,2025-08-25,93.71
dbbe65e5-eaa8-4679-8be3-0ca3c6b8b807,09c54dd7-42b4-42c4-88bd-7721a59e8cb6,2025-07-27,6.07
139e30cc-2da2-4bd6-bdb9-94b098998143,d9e348cf-28c9-4315-9067-5ba4169934e2,2025-08-10,51.23
2c1ab387-88e0-4a7d-ba4e-f027b7bcfc28,d9e348cf-28c9-4315-9067-5ba4169934e2,2025-08-23,116.79
48650248-312c-4afa-bd9d-5182d69715f4,d9e348cf-28c9-4315-9067-5ba4169934e2,2025-08-07,84.56
29ca8c6c-95f3-4334-a800-d97b6826da17,c8b45840-38cc-4efc-b437-067b4405eac8,2025-08-14,100.48
bd279adc-2888-4bd6-9ae3-9ef0abdc55d8,c8b45840-38cc-4efc-b437-067b4405eac8,2025-08-26,73.27
261495ea-fb00-42d8-9f9f-c707656e04fa,3d0f938c-49ca-4a7f-9559-c904276bd573,2025-08-04,112.36
c43b520a-a171-474d-8951-36cb940c566b,b9dd7ea1-fe7d-4947-a09e-c69f7132c522,2025-08-05,92.21
fbaa96d6-cc2d-4e78-a66d-a61df8611391,39dc105e-8909-4a29-923b-5ae9b5ed54d6,2025-08-13,67.95
439a4673-735b-4317-b2cc-0a42f4aa3960,39dc105e-8909-4a29-923b-5ae9b5ed54d6,2025-08-01,67.31
ae7fd786-f175-49c7-a4dd-cddd0a193e5f,b2347828-cae8-4089-b9a6-adeb1d98a6a8,2025-08-16,34.25
097d9273-1749-467f-9d64-9bc75df3c2e8,b2347828-cae8-4089-b9a6-adeb1d98a6a8,2025-08-12,84.34
cc47ec50-32a0-4f64-9039-80b2faf10128,b2347828-cae8-4089-b9a6-adeb1d98a6a8,2025-08-04,12.12
a9bd6e05-653f-487d-b6dd-3280753acb45,abe28baa-fc90-41e6-bf01-e6e73c59abb8,2025-08-18,54.18
180ebdc4-232c-45b0-881c-24edc048df72,b3ff7df0-aaeb-4e29-ac3c-b957e5331430,2025-08-10,1.62
a5828eb0-e1c9-40e6-92cc-838c5bd6cd16,8ca778f2-7eec-46ba-a591-e47e6ff6a60f,2025-08-19,109.31
d5b9ccc8-0cc4-40ab-91a2-0955ff034118,8ca778f2-7eec-46ba-a591-e47e6ff6a60f,2025-08-20,73.26
c76f5cd2-27d6-4281-831d-b7de8c0a065a,8ca778f2-7eec-46ba-a591-e47e6ff6a60f,2025-08-06,54.09
c0d57fc1-c676-4def-846b-658d03b9c533,b5fb2ea3-e27a-4305-b9b9-381be0edc593,2025-07-30,32.25
f4431dd2-a6ce-4c26-8e84-963aa6d1e1bb,b5fb2ea3-e27a-4305-b9b9-381be0edc593,2025-08-16,116.77
1c1eb698-11ac-41e8-8b83-f82ad31c9279,c269c598-9f04-4a5b-ae33-8329f4f10c56,2025-08-21,23.61
523d75e4-a401-4294-9c9a-331c1e35ef1e,c269c598-9f04-4a5b-ae33-8329f4f10c56,2025-07-29,98.6
3ffbbdb8-4c00-4d84-a1d6-e9419c07762d,765eb9fe-3d0e-4bc8-9101-c343b6fbb060,2025-08-23,139.84
cb77ed92-57c5-48c9-bcfd-418c819f7d31,765eb9fe-3d0e-4bc8-9101-c343b6fbb060,2025-08-18,98.29
b40a7891-687c-46e4-827a-24d94acf4ae7,765eb9fe-3d0e-4bc8-9101-c343b6fbb060,2025-08-03,69.1
a32c8654-002c-4925-ab32-252b930e4ff2,677a6196-1108-48be-92e1-dba9ba82d336,2025-08-19,77.0
1f156216-1aaa-4c6c-bba5-0f117dc71588,52a0af80-0d29-4536-970e-2f40cbbfa754,2025-07-28,69.87
8c1a88cb-8b43-4a4f-a4b5-5840ace1b984,52a0af80-0d29-4536-970e-2f40cbbfa754,2025-07-30,31.42
50bfe52e-9ca5-409f-919e-c9b148d37a74,52a0af80-0d29-4536-970e-2f40cbbfa754,2025-07-31,67.68
44d706a5-e52b-4abf-8dfd-efe31aa0b9fa,51f8d135-9452-4f6e-b4aa-3d795aa2a899,2025-08-24,111.19
1ea13dca-22e5-438a-b450-bcd4b3d85288,51f8d135-9452-4f6e-b4aa-3d795aa2a899,2025-08-05,132.41
f9e88eef-b4c0-4de3-8703-fcef07dc841d,51f8d135-9452-4f6e-b4aa-3d795aa2a899,2025-08-06,135.83
5804420b-f64d-4e1b-b6e8-9905d621253a,93d6a84c-3624-4ec4-b216-5030b8a050d9,2025-08-26,97.46
cb67de4a-87ca-472c-8c24-894b6b2231bb,93d6a84c-3624-4ec4-b216-5030b8a050d9,2025-08-12,133.05
aff5bbbc-0e26-402c-a5ba-f1fd3499a394,93d6a84c-3624-4ec4-b216-5030b8a050d9,2025-08-01,84.29
c1f154f4-7686-4793-8db5-1c48cb0f3344,9c21aec3-364f-4daa-aa4e-18fc9cdda34e,2025-07-27,127.87
0669daa4-e445-4cfd-8307-f13c5373bffc,9c21aec3-364f-4daa-aa4e-18fc9cdda34e,2025-08-26,47.62
378f7cda-bf0f-4c32-a4ba-6b1803a6ced8,a61e1eb1-23d6-4969-ad31-c774d812196f,2025-08-25,96.96
3da2b556-d5dc-4285-834d-86951bc33c43,94dfaafa-e72e-4f05-aed1-779cffe47ba1,2025-07-29,75.91
