application_id,scorecard_version,decision,bureau_score,product,channel,segment
019d7147-56d8-4ebb-82ed-774ebb851bf5,pilot,approved,696,standard,online,retail
71edb162-d0fd-4b5b-be8f-59c1a0ff44ad,pilot,approved,389,standard,branch,retail
5ef5234d-698c-43c0-942d-63f67805a77d,pilot,approved,495,gold,online,student
3a77433f-3448-44db-bf35-52123ddaf617,existing,approved,693,standard,online,retail
7ef4a595-22b1-4884-800a-3ba8e9cfdd72,pilot,approved,395,standard,branch,student
5bb7bc05-8e0a-4c44-8f67-5822d25fa510,existing,declined,516,standard,online,retail
9e43c141-8600-40a0-9cd8-ac8e160ca7b9,existing,approved,696,platinum,online,retail
8a7850e0-e4dc-45d0-aaa1-3c7bec327bee,pilot,approved,754,platinum,online,retail
7aea3b0f-7455-4126-9531-550e2853e2ca,existing,approved,368,standard,online,retail
95bee1e2-c790-4f0b-ab50-44ff163a3373,pilot,declined,338,standard,online,retail
13aa3be7-13d1-4bd6-a95c-c08338bfb984,pilot,approved,514,gold,branch,student
fb3a9aff-d3fa-4821-a38c-2bd54bebbf38,pilot,declined,552,gold,online,retail
0764027f-f604-4da7-8190-7a3fa9c97fc3,existing,declined,493,standard,online,student
a34e5cb1-efd9-4a63-97cc-0a207fd254d1,existing,approved,799,standard,branch,retail
875f8000-ca65-4be8-93c0-221ed87e0714,existing,declined,744,standard,branch,retail
b39662ef-57a7-4b95-8e50-efa956ef245d,existing,approved,472,standard,online,retail
e34f1b5d-76d8-40f6-b6f5-eab865fc4112,existing,approved,660,gold,online,retail
5fc43db9-efd0-45e9-944f-0dc09e8570cd,existing,approved,708,platinum,online,student
3d375072-43b7-455d-b94c-b840d6ccecdf,existing,declined,448,standard,branch,student
02515112-aec6-4638-b7ab-685640eb5d91,existing,approved,740,gold,online,retail
2f389d3b-f394-4a61-b713-1637a0d25f59,existing,approved,558,platinum,online,retail
7c5a57fa-72e5-481d-b131-3032b2591f8e,pilot,declined,707,gold,online,retail
569eb9ca-2359-4a46-ae89-2ab22eee4e40,existing,approved,477,standard,online,retail
2f5bc062-9332-46f5-b75d-668057579938,existing,approved,500,standard,branch,retail
dfdadac8-0dc1-4015-9fe6-bbc3753d20d9,existing,declined,552,platinum,online,retail
1dd3c5ad-90c4-47aa-9ca2-d267a7db1517,pilot,approved,541,gold,online,retail
6197343d-d34c-4328-abde-912a5f028c1b,pilot,approved,538,standard,online,retail
9ceebc33-d9f7-47dd-8b3c-4f60283eed04,pilot,declined,760,standard,online,retail
26bdffec-a28f-4e35-b2dc-fd8b4001596c,existing,approved,775,gold,branch,student
c82dd384-28c4-4c66-905a-a435298b7464,pilot,declined,757,standard,online,retail
c0ae9304-8c0d-4e14-a7b6-fb68d92fa66f,existing,approved,745,platinum,branch,retail
1d5e67d8-ef92-4768-88b4-f70004c6385d,existing,approved,549,gold,branch,retail
4662f790-2102-4bcb-9b66-ce0a314ebcf4,pilot,approved,688,standard,branch,retail
dcae514e-eedd-407a-9a52-46ca36c4a93d,existing,approved,528,gold,branch,retail
ab75435f-56bb-475b-9465-a604e5f8922b,existing,approved,605,gold,online,retail
b1123da5-9a83-4afb-92bd-6565f609b5b1,pilot,approved,465,standard,branch,retail
441ccaf2-5dcf-40a3-b777-b352d5cbcd4b,pilot,approved,437,platinum,online,retail
069e7d14-a54b-4d95-a07d-011e06437017,existing,declined,352,standard,online,retail
21285c66-ceb9-4a63-8575-cb0d8a7671af,existing,approved,482,gold,online,retail
9e9efa4f-4019-4ff6-9420-aa6a61584569,existing,approved,580,platinum,online,retail
da068039-0b39-42ad-b34d-584d05c0460a,existing,approved,702,gold,online,retail
28a1890a-afb9-4661-a79f-6cec7d3d3a67,existing,approved,532,standard,branch,retail
32758ef1-c90c-40f4-8b1b-ede4dd05cfd4,existing,approved,548,standard,online,retail
bcbbff25-5b8b-495c-a3d8-c22426d57bd1,existing,approved,636,standard,branch,retail
c028711f-a89f-4cc1-9c91-1292cc70ae4b,existing,approved,355,standard,online,retail
9312af10-1d79-46c5-840e-1f744bcdb10d,existing,declined,825,standard,online,retail
00ad3a2d-624a-479c-9ba3-1471061edb62,pilot,declined,807,standard,online,retail
08696973-0067-4fda-8774-52b4afd2f7d5,existing,approved,784,standard,online,retail
46dcba38-b95b-4634-967f-04b7ecdfcad2,existing,approved,836,platinum,online,retail
2f62484d-d0bf-47be-a8fd-108fc67e8e63,pilot,approved,410,gold,branch,retail
3f3e1f96-583a-46a6-a7b8-00a6d4f5f1cc,pilot,approved,724,standard,branch,retail
27153b45-6c99-4bc7-a42e-8683e8be6b32,existing,approved,676,standard,online,retail
f9eba02d-5830-493f-9f48-6b753f2cb66a,existing,approved,745,standard,online,student
2c3263b7-059d-40a3-82ce-02a83a36949e,existing,approved,339,gold,branch,student
ea869e34-2ffc-4e19-b809-5034cdfd0ad5,pilot,declined,417,standard,online,retail
64b54fcf-fd1c-4b98-b9ed-80aa2f99f3e0,pilot,approved,691,standard,branch,retail
94cc950f-1afe-4f6a-810f-f0572e5abe25,pilot,declined,524,gold,online,retail
6c494d7e-31b4-46a4-af4d-900fdb788261,pilot,approved,438,platinum,online,retail
80134654-c86f-4dc8-ad1a-cbb0d25512e5,existing,approved,560,standard,branch,retail
c6827b42-9037-458b-86d4-25f936501d5f,pilot,approved,628,gold,online,retail
ad01da72-504b-4ef8-a895-44ac2a4ca801,existing,approved,617,gold,online,student
13444c98-5893-4f03-be3c-547f5aad27e6,pilot,approved,846,platinum,branch,retail
29ba2345-8433-4e36-a01a-4e622a3b8551,pilot,declined,528,standard,online,retail
dc2cb5bf-1b07-415f-ace8-fdb81552ddef,pilot,approved,709,platinum,online,retail
f17eef50-0f8f-4baa-ab21-dfcbad77c6b7,pilot,approved,825,platinum,online,retail
4f5b4b99-2c35-4576-83b0-fb29859b506d,existing,approved,444,platinum,online,retail
ccd4be57-de6b-410d-b338-42755cf7d5a8,pilot,approved,497,platinum,online,retail
cc145cce-d476-4ab7-9912-e0bac423200e,existing,declined,588,gold,branch,retail
488487e3-efc0-49a3-93eb-7bf737af4eb3,existing,approved,710,gold,online,retail
328f0afd-e931-44e4-ae52-a9a99dbe10a5,pilot,declined,417,gold,online,retail
7b3638a6-94df-4743-a96c-dadc6c592e06,existing,approved,456,gold,online,retail
574bc9d5-71e0-45b1-aff3-081da5acd3a2,pilot,approved,591,gold,online,retail
cbf629b4-dd0b-4406-a769-f21069c0e8ec,pilot,approved,433,standard,online,student
d4ec37b9-ff4b-44c8-90b3-dd0142ed53b1,existing,approved,509,gold,online,student
871bd2b3-0caa-49ea-a04a-02aa7ee4e6ef,pilot,approved,623,gold,online,retail
fe2efa65-653f-4319-821b-7ef0f5adc622,pilot,approved,350,gold,branch,student
bd7c3a47-5d41-4c8f-b8f9-faced0bb6ef5,existing,approved,704,standard,online,retail
85a4ce27-68c1-467c-a345-981540f78e6f,existing,approved,670,gold,online,retail
608d4dfc-12e6-43d0-beda-80a6943a7bec,existing,declined,416,gold,online,retail
f6064c93-fcec-4945-a6ab-fe68d0f26eed,pilot,declined,509,standard,branch,retail
382d0557-3920-4bb4-af6a-748dba379784,existing,declined,481,standard,online,retail
281ade68-cfc3-4c30-bf78-5fbcb61bb45b,pilot,approved,362,standard,online,retail
842418c3-1822-473e-8039-b58d70a95724,pilot,declined,660,standard,online,retail
0a64da7a-5a5f-44c5-bfdd-dc4af7bf35c6,pilot,approved,440,standard,online,retail
2da952d1-1c82-4ba5-8785-48967d47e9e0,existing,approved,604,standard,online,retail
97534b16-8d47-4aba-9d6e-c15c9037b2d1,existing,declined,474,gold,online,retail
f028c1eb-fe8a-434b-97e7-a023ebd53622,existing,declined,563,platinum,branch,retail
91fc6285-7c6b-4c68-8d3e-cb7f3739c0ea,existing,approved,679,gold,branch,retail
a6bdf0ca-29bf-42a9-bc8c-16ace9351c19,pilot,approved,612,standard,online,retail
16e859c9-9764-45c3-a1c9-01a295e264ff,existing,approved,538,gold,branch,retail
34a0ba60-9f68-4526-97a6-ec7feae289f0,pilot,declined,387,gold,branch,retail
f2ae5a51-5071-4c18-949a-9bb833f6afac,existing,approved,768,standard,online,retail
b26ee588-78ff-4859-a491-7dd64e26be28,pilot,declined,384,standard,online,retail
fa2b9ddd-1469-4c08-b634-db5c5afa1d1c,existing,declined,822,standard,online,retail
82cad245-fd4a-4f2a-b896-fc015243c1d9,existing,approved,555,gold,online,retail
1cf5f3da-9735-4a28-8119-fb7704e0cc43,pilot,declined,579,standard,online,student
04397c83-9e71-49b4-a3da-e9c20436d0f1,existing,approved,414,gold,branch,retail
5762d10e-9753-4d6d-849c-5fe28c12e304,existing,approved,577,gold,branch,retail
059344e1-e418-456b-803f-352deccc9894,existing,approved,374,gold,online,retail
b7f7de5f-a4e7-4123-92a5-a17d38a2f0ba,existing,approved,452,standard,branch,retail
7a0cb4d3-ac2b-448e-8687-cd55e138a1a7,existing,approved,586,platinum,online,retail
6c45fec7-2a0e-412d-a5c7-e3ba11676e91,pilot,approved,700,standard,online,retail
8f7296ee-2a07-432a-a691-f0c78d05502c,existing,approved,662,standard,online,retail
488b8f1d-60a3-4ea0-ab52-80c13a3855e8,existing,declined,310,standard,branch,retail
b9e1851f-df5e-4b51-bb4f-be7e039afcce,pilot,approved,705,gold,online,retail
3ea4e379-b62e-42e3-a009-600eff48b033,existing,approved,790,gold,branch,retail
d6281d98-874d-4841-bb6d-6adac885b213,pilot,approved,372,standard,branch,retail
ad494e3f-b142-4cf5-a1e1-c6423764db9b,pilot,approved,338,standard,online,retail
7e7c3d5f-a65d-43b1-af49-da16a8070fdc,pilot,approved,823,standard,online,student
208824a3-a5d0-4f16-a173-e7d01e84ec3c,existing,declined,796,standard,online,student
cbbaeff1-eb5b-4ce0-9441-0be85bb75f93,pilot,declined,784,gold,branch,retail
c1a0d237-205b-4555-add8-ea27941f39c5,existing,approved,788,platinum,online,retail
62d317fb-fa01-4151-94ea-6e10a4e61933,pilot,approved,385,platinum,online,retail
e6f8e59d-dfd7-410e-8f6d-fdc8f1844a14,existing,declined,797,standard,branch,retail
a4073661-1e04-4d0b-a3c5-f271a6c4ceea,existing,approved,742,gold,online,retail
c65a5761-2025-423b-822f-d9a3e12052b3,existing,approved,397,platinum,online,retail
c3004bf2-6151-408f-8c27-d43cb69427f5,existing,approved,796,gold,online,retail
7cc244df-ddce-4fb9-8892-8a64352ed981,pilot,approved,407,standard,online,student
5138ab9a-31b3-4dfe-afd4-c149f404b527,existing,declined,440,standard,branch,retail
ebf1dd87-c502-4684-bdb0-986319b0e987,existing,approved,776,standard,online,retail
464431d8-4b18-43d2-986b-69341880e5e0,existing,approved,658,gold,branch,retail
d769187d-aae3-4d76-b4bb-842bc3c75699,existing,approved,623,gold,online,retail
778b109e-8d54-491e-be3d-1f3bde6f9a66,pilot,approved,698,standard,online,retail
4e5fdf3b-9a7c-4e67-b0ff-534aa584635e,pilot,declined,679,standard,branch,student
74875e2a-da10-4969-9918-8afd655fe5d1,existing,approved,452,gold,online,retail
3385abc1-c4d8-4bff-9bde-b9d03ac2e52a,pilot,approved,542,gold,online,retail
119154a8-6e15-47f0-8fbb-7ee3d604aaa6,existing,approved,558,gold,branch,retail
450104cc-a3d9-4c21-9383-4b79d5b73c4d,existing,approved,319,platinum,online,retail
540105f9-7d97-4a58-aa2a-91b80655840b,pilot,approved,515,platinum,online,retail
60cd8d0e-7c4d-4738-b0d2-9dc5438e0474,pilot,approved,656,standard,branch,retail
00c345a8-de58-466f-8683-ac5e75205d79,existing,declined,631,standard,online,student
db316b2a-ded1-4769-8c24-4b53f6a83fcf,pilot,approved,423,standard,online,retail
fae919c7-414b-4ad4-9c04-a2c15999e2a9,existing,approved,615,standard,branch,student
d2b5e48f-f48e-478e-965e-bb87e3f20767,existing,declined,617,gold,branch,retail
59c3ba19-da3b-4b6f-a278-79a61a70e23f,pilot,approved,588,platinum,branch,retail
cfd2fbe1-d26c-4528-ad71-6e58e00fa544,pilot,declined,662,standard,branch,retail
3a16c2c2-e50e-4a3e-9228-04327e759fd1,pilot,approved,432,platinum,branch,retail
7208a2e8-be6f-4ef3-bc4d-ec71a0989d47,pilot,approved,662,standard,branch,retail
c333fd69-3a9d-4c0b-9c99-6ed330558716,pilot,declined,823,standard,online,retail
5bdf1d9a-c371-422e-a5b5-bf51dab6f2db,pilot,approved,522,standard,online,retail
