account_id,days_past_due,default_flag
09de3b41-efd6-4aa4-8c39-38c81048e40c,0,0
db6c57bc-c93d-4833-93e2-9ac6912f5f7c,0,0
cd76b732-d429-479e-9b36-83add508e36f,0,0
2b3d43af-753b-40d5-9f35-f8c5ebc0c258,0,0
0a03111f-ae95-4d3f-bd48-c11d75bb2615,0,0
030e0c45-d02b-46e6-bab6-3ff20c85a000,30,0
5f336a92-9c50-4dc5-adea-277b6eece65d,0,0
4435f93f-d055-4497-b49a-79fca5b2c825,30,0
8e29b0b7-d314-425e-a554-66d6bd667c44,0,0
4d8c59ea-71ca-4300-aaa7-bf51312542c6,0,0
23309a66-d1bd-4b4d-a060-8ca40cbed2fd,0,0
5e770d1a-a477-4491-bac6-835acda4d899,0,0
30c173c2-9026-4e06-897c-c7e0915d5926,0,0
