application_id,scorecard_version,decision,bureau_score,product,channel,segment
3a804515-55ca-49ba-b22a-effecd615f7a,existing,approved,597,standard,online,retail
ab87f53d-6920-40b3-9580-211fc98f5181,pilot,approved,301,platinum,branch,retail
d447993b-4406-4d60-a1da-1789b8104109,pilot,approved,532,standard,branch,student
495ee0a3-91ab-4985-9e5a-c3420526f275,pilot,declined,719,platinum,online,retail
a0de85cf-998a-42c0-9ed7-62717ef8ce1e,existing,approved,637,standard,online,student
fb6077b5-4cbb-40bd-a610-2c563ac28ce2,existing,approved,697,standard,branch,retail
038ea828-bae7-4356-a1aa-a444600a3169,pilot,approved,332,gold,online,retail
407527d8-a088-4fc8-95b6-f9bcd3dd045f,existing,approved,529,standard,branch,retail
a6406d2e-b13d-45d9-b598-3ce90d50221f,pilot,approved,583,gold,branch,retail
562e2326-0a3e-4b39-bc71-ea1d5cb3ddb9,existing,approved,491,gold,online,student
93bd8319-858d-4542-b9d7-9dc8148ec3cf,pilot,declined,398,gold,branch,retail
a288bc7f-4e0a-431a-9a71-ce711cb00bad,pilot,approved,415,standard,online,student
b8942dd6-af0d-4a12-995a-7792c67da735,existing,approved,622,gold,online,retail
f5efd1a0-0487-43d8-bef9-ddca90b4ecdb,pilot,approved,454,standard,online,retail
be187c47-052f-4294-9215-059ece6e252e,existing,declined,338,standard,branch,retail
e133fdf2-1099-48eb-b450-f9b4f10dbe53,pilot,declined,805,standard,online,retail
b0aed9dd-2581-4f22-b05e-6188126b126c,existing,approved,770,standard,online,retail
0d722943-fad3-4076-a4b3-cf67629efeba,pilot,approved,489,standard,online,retail
443dd71e-fb0b-499a-a8de-b0d11811ce79,existing,declined,353,gold,online,retail
79f605a0-5396-4109-85c9-26819e5a5f1c,existing,declined,402,standard,online,retail
38bf312b-dd18-45aa-ab37-58e93f4f0074,pilot,approved,568,platinum,branch,retail
c70aee88-16e1-44b7-9df3-ccb2f0eecca6,existing,approved,357,standard,online,student
b244e484-4278-401a-a519-3fe45ab963cf,pilot,approved,357,platinum,online,retail
50ac314f-6ab0-4cbb-91db-c5de1bbe5428,existing,approved,536,standard,branch,retail
0d1334e5-6704-4599-a187-0db3623400e9,pilot,approved,546,standard,online,retail
45de5e6a-9101-4bf3-8a22-747c7aba2cbc,existing,approved,519,standard,online,student
2865c801-2b1f-40f3-bbba-29be419c50a2,pilot,approved,517,gold,branch,retail
1d7f8d9e-8f15-4831-9726-d953fa4b5153,existing,approved,821,platinum,branch,retail
d21bc590-dbed-4c7e-9d07-534c7b666b36,existing,declined,624,gold,online,student
ff04b825-d2c9-4902-b7c5-8a872b48feb3,pilot,declined,459,platinum,online,retail
9edbae45-ed90-4e56-b4b7-b9e18adaecb1,pilot,approved,726,platinum,online,student
7bab8e0c-3e9b-4a81-aa48-3928904ad159,pilot,approved,696,standard,online,retail
4b2d1ff7-9b07-4890-af36-052999180abc,pilot,approved,389,standard,branch,retail
43a3b47c-3cff-42ee-a424-4270f985425d,pilot,approved,495,gold,online,student
4b3e90c1-96d6-4aa4-a00d-48095b8718bd,existing,approved,693,standard,online,retail
f4e369b0-549d-441d-a7a2-a6c2195f898d,pilot,approved,395,standard,branch,student
78b779ef-f858-4361-808d-408970f5a10e,existing,declined,516,standard,online,retail
e962d9cd-fd95-490e-be58-f3c3ad6f664b,existing,approved,696,platinum,online,retail
250305ca-6423-4a7a-87ee-4becacbab033,pilot,approved,754,platinum,online,retail
7b917875-fd8e-4fa9-a631-70bd385407b1,existing,approved,368,standard,online,retail
8b488ec4-d42e-487a-b38f-a0f405db2f63,pilot,declined,338,standard,online,retail
148b2bcf-db9b-4794-a748-33d2016b069e,pilot,approved,514,gold,branch,student
81d46042-4a82-44af-b238-cb0af27bf0d4,pilot,declined,552,gold,online,retail
99a75ec5-fa27-40b9-b07e-2d01bcc4504d,existing,declined,493,standard,online,student
f028284a-1d0f-4e0b-ac83-11a90fb597bc,existing,approved,799,standard,branch,retail
fa2c0648-2260-4b5b-9ed0-fb77ff16e7de,existing,declined,744,standard,branch,retail
c4ba43b4-de45-455a-b7a7-38641eda807a,existing,approved,472,standard,online,retail
d60f39a5-30ae-42f6-8312-0501ae318488,existing,approved,660,gold,online,retail
d596db4b-81d1-4583-bf10-97d2358ee2b3,existing,approved,708,platinum,online,student
056ef6a9-0368-46f9-946d-6db789b2a3c0,existing,declined,448,standard,branch,student
3eb33ee2-969e-4dae-8262-734edb397d12,existing,approved,740,gold,online,retail
af991ee3-ba66-44d2-b2e1-402cdef35a4a,existing,approved,558,platinum,online,retail
01374302-0f57-444d-a307-9502077ec7db,pilot,declined,707,gold,online,retail
6b480d39-a88b-462d-bd28-769842b67433,existing,approved,477,standard,online,retail
0e42c4d8-be44-4bf3-98e5-82676ad89fe3,existing,approved,500,standard,branch,retail
9925f288-4973-48a1-9b1d-e44e96137e8b,existing,declined,552,platinum,online,retail
08739679-300a-44dd-a7df-9966c071d093,pilot,approved,541,gold,online,retail
c63d3ac9-d22e-4e93-b5fb-2c3d572dd202,pilot,approved,538,standard,online,retail
8914900b-c310-428b-a594-508d157d3be5,pilot,declined,760,standard,online,retail
e6903441-f4e9-4380-8159-cdcca737b165,existing,approved,775,gold,branch,student
23f5f396-21d0-4ca9-a9ef-2bb3457fea13,pilot,declined,757,standard,online,retail
c2555c80-ec77-4970-a254-19a683722675,existing,approved,745,platinum,branch,retail
acfa64c6-196f-4cff-be46-1acd8f876591,existing,approved,549,gold,branch,retail
91974490-6253-442d-af4d-56a7b08b942b,pilot,approved,688,standard,branch,retail
384b8f38-b549-48fb-a66d-200a24548be7,existing,approved,528,gold,branch,retail
801601ae-5567-4013-b228-ffae54d79b0a,existing,approved,605,gold,online,retail
78e92358-8f38-4e21-aab8-a5e78535447f,pilot,approved,465,standard,branch,retail
9499e8c8-aec5-4aa7-94c3-c4f83e8b93f6,pilot,approved,437,platinum,online,retail
71b9f66c-6f36-496b-b4ed-cb20387b9cdb,existing,declined,352,standard,online,retail
d78f9475-9a1a-4b58-bdd2-9534499e3018,existing,approved,482,gold,online,retail
60558865-6ee0-4b06-ae7a-510d8ff9e971,existing,approved,580,platinum,online,retail
8b23078b-7408-48b3-93cd-fd6a07adc46c,existing,approved,702,gold,online,retail
f456151f-2437-42d4-9007-e1b095f22eaa,existing,approved,532,standard,branch,retail
0fb26338-cb33-4fb3-8a60-76b7d15d7e08,existing,approved,548,standard,online,retail
c3246d56-67a0-4e57-ab41-14ffa93f06fd,existing,approved,636,standard,branch,retail
f31045a6-2df4-402a-8f40-44fa61871cf8,existing,approved,355,standard,online,retail
ae4af30e-4b1a-488e-a305-5a87448af681,existing,declined,825,standard,online,retail
5bb4c582-7c95-4248-b3a4-3319154c31fb,pilot,declined,807,standard,online,retail
3cc642b3-3753-4fb3-8750-236ba4ad36d2,existing,approved,784,standard,online,retail
483a06d4-dc1a-4e06-8c66-7980837dc7fb,existing,approved,836,platinum,online,retail
acd43a6c-417d-43a5-b102-4804724aafbf,pilot,approved,410,gold,branch,retail
7bf588a3-bd3a-4af7-9888-d4271371942b,pilot,approved,724,standard,branch,retail
71065b4d-752d-43d9-9c2a-2855c99787b2,existing,approved,676,standard,online,retail
80219eed-15c3-4c0d-866b-8c6332d2d974,existing,approved,745,standard,online,student
3a4bb5e9-8059-4fca-8444-177343477708,existing,approved,339,gold,branch,student
b5ac38b8-687c-46ef-a55e-e35115eb8d11,pilot,declined,417,standard,online,retail
2d7ce704-7524-4fda-a19c-6b17531b37c5,pilot,approved,691,standard,branch,retail
37c383dc-6641-4c15-b341-457a7d1da5fe,pilot,declined,524,gold,online,retail
cc73d7d0-d4ec-45d3-ae53-0f66a998d396,pilot,approved,438,platinum,online,retail
e7fe64c8-48ef-48ab-b61f-ce39012f56c8,existing,approved,560,standard,branch,retail
7970d7eb-135d-4a72-a66f-3821b4b649cb,pilot,approved,628,gold,online,retail
560f1360-2006-44fe-827f-b5f726cfd45c,existing,approved,617,gold,online,student
0796a1e3-f2cb-4478-a852-b2e4ed409b2f,pilot,approved,846,platinum,branch,retail
5ae76e45-6b58-454d-b3ed-635d075df74f,pilot,declined,528,standard,online,retail
1ccc13fa-2ba5-4d8e-96a7-e55112b0f1a8,pilot,approved,709,platinum,online,retail
4094cb81-393b-44bf-af64-32d63e13b3bb,pilot,approved,825,platinum,online,retail
41d392c8-3978-4d9f-bb2f-e4fc71e13941,existing,approved,444,platinum,online,retail
61cccee2-7cef-4360-bfb3-db687e8920f1,pilot,approved,497,platinum,online,retail
d1e93326-26ed-4245-ada3-09cf48f19ef6,existing,declined,588,gold,branch,retail
322b2fe9-3f4e-49ce-a74a-2afd77d2fe19,existing,approved,710,gold,online,retail
85ccf628-b984-4044-9de5-4b9bddd194d1,pilot,declined,417,gold,online,retail
fbfa1e9e-8906-4a47-8807-cbd604737aad,existing,approved,456,gold,online,retail
f2889030-c585-4bd1-baa8-1f2773da55de,pilot,approved,591,gold,online,retail
b9a24cfb-d644-4a1c-969d-5d5ee6bda26f,pilot,approved,433,standard,online,student
f93b71c1-0dfc-4ba2-bb25-8e2b20374725,existing,approved,509,gold,online,student
b996532a-e76f-4bb8-9bfa-535e7406f8ba,pilot,approved,623,gold,online,retail
54777972-2db4-495e-95ce-0798e18bc370,pilot,approved,350,gold,branch,student
427c6935-7eb6-426d-bbea-4e73a3b0b3f2,existing,approved,704,standard,online,retail
4a0557a7-ab83-4650-8446-c5e024754353,existing,approved,670,gold,online,retail
4e6fb261-c4d7-4630-a4be-25cd536dbed3,existing,declined,416,gold,online,retail
30666c19-1144-4be1-97bd-9c6d2c4178aa,pilot,declined,509,standard,branch,retail
cff1f429-e953-4f69-ac32-2cf27563da43,existing,declined,481,standard,online,retail
226eedfe-6db2-42ec-bc3a-a6ef1a78d0c9,pilot,approved,362,standard,online,retail
a04e2316-2c9b-4483-9d36-aba821bb713e,pilot,declined,660,standard,online,retail
acb8ac21-6818-4505-936e-e7ff16b96081,pilot,approved,440,standard,online,retail
1c351625-f3b2-4540-97e1-7e248c67b4a9,existing,approved,604,standard,online,retail
398d9ff3-3e6f-435b-92b5-58355407f5fb,existing,declined,474,gold,online,retail
79e297fa-8115-4c9b-b68d-dcc0e6f35b09,existing,declined,563,platinum,branch,retail
a035d8da-ede1-46e3-b547-2dcd7426d3bc,existing,approved,679,gold,branch,retail
9771e5d1-11e8-44e3-ae0f-a9bb5be0dbf2,pilot,approved,612,standard,online,retail
847537d3-bde1-4253-bb92-be52e4bdcfbc,existing,approved,538,gold,branch,retail
621ccc81-7247-46dc-9432-9efd0f29a988,pilot,declined,387,gold,branch,retail
f65c82f3-ab5a-486b-9b79-130911f1d49d,existing,approved,768,standard,online,retail
a6eba3dd-c322-4e69-b7f1-6931243c7a2f,pilot,declined,384,standard,online,retail
d9727953-1da5-4270-8bd1-67beba7feff1,existing,declined,822,standard,online,retail
e532ec0f-b5b7-47c6-a29b-c54f92671dc6,existing,approved,555,gold,online,retail
bc66a316-d9d5-4fae-90f9-6b02a1c8e27c,pilot,declined,579,standard,online,student
1ba386db-72ad-482d-9ba6-5758c0173415,existing,approved,414,gold,branch,retail
186283e3-271f-4e33-aec4-687c19e5aee6,existing,approved,577,gold,branch,retail
f83a75ef-5781-442b-a4d6-f52d4080989c,existing,approved,374,gold,online,retail
72db1b72-0e3e-4e4d-8de5-4ac37095831e,existing,approved,452,standard,branch,retail
fd793917-d772-4074-9753-a070a39cfcef,existing,approved,586,platinum,online,retail
e355262a-b178-4e71-8ea6-5c7b2b2196f7,pilot,approved,700,standard,online,retail
1471d653-9f52-43ba-861a-6250f7279dba,existing,approved,662,standard,online,retail
cdce0fd6-3f95-44e2-aa05-18c64a6097e0,existing,declined,310,standard,branch,retail
c4cf6d52-20bd-457c-b468-2b69d85ccc1a,pilot,approved,705,gold,online,retail
1321efea-da3b-4608-b5f6-7a70b11afcae,existing,approved,790,gold,branch,retail
35a09015-d72c-4cda-8027-512cfa1926e4,pilot,approved,372,standard,branch,retail
d23671cf-3f14-4ace-a116-0f7a7f5dc3b9,pilot,approved,338,standard,online,retail
80713eb2-cfff-4a11-91d7-28386ee4f661,pilot,approved,823,standard,online,student
4d264b19-d23e-4f4f-959f-b481d5797608,existing,declined,796,standard,online,student
2aa272d4-0da6-441b-9aa4-40b1cd4371e1,pilot,declined,784,gold,branch,retail
f56eeed4-f0d3-4df8-8aaa-c9216065951c,existing,approved,788,platinum,online,retail
dd3b4a05-f4e0-46a3-8fbc-1b8ff443704c,pilot,approved,385,platinum,online,retail
9f0e2a0a-3c1c-4a56-a152-d6966f912130,existing,declined,797,standard,branch,retail
4780253c-f495-4071-8588-487128eaef50,existing,approved,742,gold,online,retail
6477ae1a-2ea3-4712-8ed6-453d186b79c4,existing,approved,397,platinum,online,retail
30d1448f-eacd-4935-bfee-c597c7bc9413,existing,approved,796,gold,online,retail
1ad4ca7d-be92-4f04-9f03-9d2029604071,pilot,approved,407,standard,online,student
7291a023-35ae-41b5-a84c-57e0050b346e,existing,declined,440,standard,branch,retail
2a0a6f29-4c20-4311-a7ad-57e5e93339fa,existing,approved,776,standard,online,retail
dd245607-bebd-47c5-9dfa-47356ddc9830,existing,approved,658,gold,branch,retail
a239324f-424f-4665-816a-93f3aa7d27eb,existing,approved,623,gold,online,retail
9cd006c9-a294-4182-ac78-9f233558cf6e,pilot,approved,698,standard,online,retail
9fae6cc2-f2dd-403c-a397-6b1fda913ec8,pilot,declined,679,standard,branch,student
9a307bf0-4ba1-46c0-b8a7-026f2e3950b1,existing,approved,452,gold,online,retail
e6618605-f4cb-4382-b9b6-5b5de6e22e2d,pilot,approved,542,gold,online,retail
24782469-f988-43d7-ade5-f1a8e8e79c6d,existing,approved,558,gold,branch,retail
0bfc7f49-ce33-4d79-b787-d3979e05b469,existing,approved,319,platinum,online,retail
6fc180e0-87a2-4900-973c-850183005e27,pilot,approved,515,platinum,online,retail
d925f981-34cc-4015-b0e6-8c2c4e57808e,pilot,approved,656,standard,branch,retail
a0d9a1f8-541f-4237-9565-b08de4c60af3,existing,declined,631,standard,online,student
02554bd3-550c-49e0-9dd7-4a215753c2aa,pilot,approved,423,standard,online,retail
d440ce6b-edfb-48fa-a60f-458c8714944f,existing,approved,615,standard,branch,student
b72c52c6-c439-477b-8067-6492d0473d9f,existing,declined,617,gold,branch,retail
6b3c3ff8-7bb3-49dc-9063-41f3985e7826,pilot,approved,588,platinum,branch,retail
09a4a29a-0e7b-4956-b3b6-dcf10e4756a4,pilot,declined,662,standard,branch,retail
140521cf-fe2f-40a5-8752-b76104967591,pilot,approved,432,platinum,branch,retail
9e65a835-aad7-4059-93e9-d56ffe366991,pilot,approved,662,standard,branch,retail
fdbe956c-0d4f-449b-a165-14e5f7ecad69,pilot,declined,823,standard,online,retail
6f1bbbe1-537a-467b-92c1-2f3a62f78d5c,pilot,approved,522,standard,online,retail
