transaction_id,account_id,transaction_date,amount
99376b01-f7a2-40cf-b146-8bb64a65c147,0e61e977-8c5b-4e2e-8b40-3a543d3b10f0,2025-07-26,98.46
bfc1502d-50f2-43e9-b2d4-ec542a64c740,0e61e977-8c5b-4e2e-8b40-3a543d3b10f0,2025-08-11,200.17
a4e2302d-2d3a-479f-838e-78a88a9694a5,b8993510-6666-43d9-91f2-54197edc2708,2025-08-02,118.67
b08a8215-c331-49fd-88f6-9018454aa45b,b8993510-6666-43d9-91f2-54197edc2708,2025-08-21,125.35
55ae56f0-c20c-44df-8d3d-524d1eb504fd,1d50920a-9c99-44fe-8305-f713968bc795,2025-08-19,155.28
ff4426f0-e0a4-4cea-af8c-0aaceec57e4b,1d50920a-9c99-44fe-8305-f713968bc795,2025-08-13,159.35
4cf838d5-850b-48f1-b9c7-4215d9bf8472,1d50920a-9c99-44fe-8305-f713968bc795,2025-08-25,45.52
1a195867-64b0-4768-aa6f-c4849ee7139d,1d50920a-9c99-44fe-8305-f713968bc795,2025-07-30,181.56
20c86a6e-38c1-4862-a8a9-be6ff6586689,396ef0ae-2b40-49ae-9f0d-541b9fb5030a,2025-08-20,50.5
065adde5-e328-450b-bbee-876b31d87a70,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-07-31,78.0
300b90dc-82b9-4b15-a942-b6682f59c8c6,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-08-25,96.79
88b461fe-df22-4cfd-a3bd-2b385da86a9e,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-08-10,116.44
2de38b51-cde8-475a-8b1c-04521315a869,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-08-07,117.03
e981fe8c-e2f2-4a90-ae79-d81fd139c221,6bfcfdeb-668e-455f-9791-25634bba1cc0,2025-08-05,171.76
df479b01-b8be-48ec-9769-d35f44eddf21,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-07-27,15.76
7ebfdfe2-5ce7-4107-8f61-de369ea37a5b,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-07-31,53.31
e293dac6-24ac-4ed3-a214-c2878a189f48,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-08-13,129.87
49eee4b9-d325-4428-bba0-bbc1689ffdec,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-08-03,135.06
52011130-fce1-42f0-8a54-91ec5a41db8a,a0cfb52e-e41f-4fe6-afaf-fcf1c3a1d0f3,2025-08-13,84.02
3469fb0c-2317-4300-acba-1219b5996016,a0cfb52e-e41f-4fe6-afaf-fcf1c3a1d0f3,2025-08-24,147.41
46f495e2-d44b-44e6-b5f0-9d40575752c0,a0cfb52e-e41f-4fe6-afaf-fcf1c3a1d0f3,2025-08-16,32.97
7cbc2731-8df7-4278-924e-d8274e3f02d8,833312ac-63e3-42b1-9f51-0cb5a0d95bd9,2025-08-06,158.22
91273a9f-6b7f-40ed-8d13-380b3146ecf5,8afb1212-e792-4305-820e-16b9716afd74,2025-08-01,0.98
ff0f3897-f654-4b9b-8fd7-9a53a0f98c1d,8afb1212-e792-4305-820e-16b9716afd74,2025-08-23,153.57
4e557536-8aed-4808-9001-31f496115d75,7bd37a01-37d3-464c-9fe1-abd07d809bc7,2025-07-26,68.05
e16e475c-20dd-413c-a41c-7973458e4808,0b01881b-e5c2-4b3a-b38c-5444e300e727,2025-07-31,33.85
0318d3eb-63ac-428c-9ab1-d933c4b9c9f9,0b01881b-e5c2-4b3a-b38c-5444e300e727,2025-08-20,40.58
8ca1d019-f9d1-4281-9f25-a324eb791810,0b01881b-e5c2-4b3a-b38c-5444e300e727,2025-08-08,115.6
99d65bf8-4540-49d2-9fc0-2dd2dbe8233a,0b01881b-e5c2-4b3a-b38c-5444e300e727,2025-08-04,100.14
3214f266-9bcf-4e2b-b405-1c6769dba322,5f7de6eb-18b2-4b09-956e-1e4daae7cd3f,2025-08-20,181.02
a732862a-459d-4423-a35c-ce021f455136,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-10,104.48
4a8abca1-945d-46ff-8d0b-05794d2b3f27,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-09,40.93
88d39834-9bdf-4325-a39f-6d4567c265c5,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-06,20.82
057681da-670c-4730-b60c-5096c815bce0,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-17,73.34
a643a19f-7a4a-4bbc-a24b-84a2550b2202,1918e9fd-ef0d-4e64-8791-c1189726845a,2025-08-08,87.37
fedbda0e-220c-4e1e-b6f8-f9b534daee80,1918e9fd-ef0d-4e64-8791-c1189726845a,2025-08-05,119.6
04999c9e-d304-4a54-8451-430c7bb50fa8,00326671-b01e-4ade-bdf9-88e390c76ffc,2025-08-09,95.16
fc111d81-a18e-46c8-b054-ade5898841de,00326671-b01e-4ade-bdf9-88e390c76ffc,2025-08-13,29.52
5ecb37dd-9bed-47d8-aa44-f7b82a53ccdc,00326671-b01e-4ade-bdf9-88e390c76ffc,2025-07-27,119.52
062e3e36-f1d5-4dd9-a5c2-60569cb79743,01fc7266-2d2f-4c20-a152-2a223dc05f5d,2025-08-14,44.5
3f6b94c3-1124-4740-b3ff-26b39f898caf,4c16c489-8ce5-4718-b3f3-bdc51768bdb9,2025-08-21,102.89
3bd655f6-193c-49f8-bc6b-79c3b29a0c96,4c16c489-8ce5-4718-b3f3-bdc51768bdb9,2025-08-02,138.48
8a228d38-8e35-4f00-8f60-24cbf963d9fb,5cc72b24-50a6-4871-a160-31e060fa9aab,2025-08-04,175.73
43aa2e3a-ea20-47b8-bdfd-462a0f08b68b,5cc72b24-50a6-4871-a160-31e060fa9aab,2025-08-11,138.65
451e7eb6-32f4-4ed2-9607-9eeb2ae68658,5cc72b24-50a6-4871-a160-31e060fa9aab,2025-08-07,50.88
9578d534-e028-4134-90cd-0815e5cb927c,5cc72b24-50a6-4871-a160-31e060fa9aab,2025-08-05,88.77
329ff8ac-ec5b-4c7a-9823-ab4225e2ed1b,f9fd986b-b12c-4196-83d4-132833f619d7,2025-08-25,116.47
510490f3-5e6b-4139-b824-84625240e926,f9fd986b-b12c-4196-83d4-132833f619d7,2025-08-25,119.74
11b5f164-cd04-4eb8-ae66-e2e675cbb81c,f9fd986b-b12c-4196-83d4-132833f619d7,2025-08-01,147.45
012a6aca-3b7e-4ad9-a668-3333de8772b6,a0b79e9b-7f7e-4cba-aae7-cb4df99e70c9,2025-08-04,66.89
98083167-45c7-4440-b27c-b03dee4cd705,00b0e5ee-29a7-41d8-a756-e2a4d889ccdd,2025-07-29,58.87
0738d247-38fb-41a2-b38a-b392056a91c1,00b0e5ee-29a7-41d8-a756-e2a4d889ccdd,2025-08-16,92.48
fd3dacc5-3780-4821-8461-d1b1eb1d01a0,00b0e5ee-29a7-41d8-a756-e2a4d889ccdd,2025-07-26,123.85
8dce3ca3-bae8-4d55-9e14-63b3a35c763e,00b0e5ee-29a7-41d8-a756-e2a4d889ccdd,2025-08-09,13.85
54f905b4-8a86-41a4-842c-b5ede33292ab,093a1fca-8a09-4722-b353-2c4e7b90277c,2025-08-07,160.31
64d9c768-e11b-44f4-b09e-789c1303a216,093a1fca-8a09-4722-b353-2c4e7b90277c,2025-08-16,119.2
05b46020-34f5-4bf2-8e46-7f05491dd5f8,093a1fca-8a09-4722-b353-2c4e7b90277c,2025-08-22,64.9
9288b031-f87f-40a2-bfc0-0ea7173eb6e3,934510dd-6f40-40f0-bc7e-47aa9f6d1fd6,2025-08-18,66.85
ed35d8fe-7dfc-4a40-9ce9-1aa8f5e4d2c6,934510dd-6f40-40f0-bc7e-47aa9f6d1fd6,2025-08-20,136.99
3daac747-e8cc-44dc-bee8-580c27abdc5f,3b54c127-5fe1-4398-83ba-cf4840241b2a,2025-08-10,87.31
05482030-25e8-4a7b-b0b3-5c3b03509b83,3b54c127-5fe1-4398-83ba-cf4840241b2a,2025-08-11,137.36
6683eb4d-ed44-4ba9-b0f2-7be6bbc9ceb4,3b54c127-5fe1-4398-83ba-cf4840241b2a,2025-08-12,64.96
4e0f359d-b910-4792-8f1e-392de490bf7b,3b54c127-5fe1-4398-83ba-cf4840241b2a,2025-08-18,85.25
163cfe4d-f4e5-4a24-9637-f37890a4f947,bc09dad0-466a-4d27-8ec1-8a811698c666,2025-08-19,162.39
c64f60d1-8ec9-4eec-9e83-59d85e4992dc,bc09dad0-466a-4d27-8ec1-8a811698c666,2025-08-12,71.61
2363cf1f-5e21-4944-a3d5-951ef946fd35,2753cdff-88de-4527-9469-13c5ccf0b5e7,2025-08-12,121.61
5f9d59f0-ff17-4c1c-899a-a29de1bf4d50,2753cdff-88de-4527-9469-13c5ccf0b5e7,2025-07-30,126.22
c93b0954-bacc-416b-9400-f4a077cc75de,2753cdff-88de-4527-9469-13c5ccf0b5e7,2025-07-27,63.25
9f460327-2791-4b57-97f5-7508ba0d1768,69cf6582-182c-4702-82fb-040ba401bbfe,2025-08-17,34.41
b4d089b0-85e7-4009-8d40-9b84bc2ee87e,e7649de8-46b0-4fa2-bfdc-b7395a5b3391,2025-08-09,107.21
4dae9b94-7d8b-4c4d-8330-58ca8946e148,d5b8f5ae-15a3-4b9f-a4c5-4bc45d938235,2025-08-22,127.94
4dfb9007-f952-4905-b601-5cee253b85c6,d5b8f5ae-15a3-4b9f-a4c5-4bc45d938235,2025-08-03,40.5
f1b80f47-f148-4acd-8ddf-4eaa77b2480f,d5b8f5ae-15a3-4b9f-a4c5-4bc45d938235,2025-08-08,72.65
49faaf52-962d-4c58-b60e-0dfb3b754632,d80c41bf-a29b-4d76-b1d6-8c6e120dbaa6,2025-07-27,108.18
4b09dd08-240c-480e-bf2d-57c7a2c937d2,c40ce342-3d08-480f-8aae-bacaf9fa870c,2025-07-28,183.61
d7fb1ae5-e2d0-44ef-956c-429a5f1be5ba,c40ce342-3d08-480f-8aae-bacaf9fa870c,2025-08-04,146.15
582fc6ba-dd30-4959-8da3-d2103d5389ec,c40ce342-3d08-480f-8aae-bacaf9fa870c,2025-08-16,185.43
c87abc09-ce02-49a4-b1a9-9b59db3f834d,c40ce342-3d08-480f-8aae-bacaf9fa870c,2025-08-05,79.37
96c340c1-fe06-4d24-8c74-672e07278e62,72d151f2-61ce-435f-a2f8-32312d735b76,2025-08-18,128.45
1991dff3-c050-4053-b5d1-21c08bae4e0b,72d151f2-61ce-435f-a2f8-32312d735b76,2025-08-01,181.42
28f2d9c3-3c81-4c22-b5a1-3d8d7bce76f7,72d151f2-61ce-435f-a2f8-32312d735b76,2025-08-07,44.96
868cfb5b-c469-454c-acf5-db67a3266310,7e91935e-8c97-4aee-845e-5447da98d2ea,2025-08-01,64.44
bc7557bd-4c44-404b-b946-4bc02599beb6,c7ac1ad1-3695-4ade-aa84-848a445c0e24,2025-08-07,62.05
cf3ee2cf-9501-49da-b138-9162b6237586,c7ac1ad1-3695-4ade-aa84-848a445c0e24,2025-07-30,101.67
4a1a653a-990f-4657-83d2-94fb13c7b11c,c7ac1ad1-3695-4ade-aa84-848a445c0e24,2025-08-06,111.69
3a6f735a-c721-4b73-b7ea-57086aa5668e,c7ac1ad1-3695-4ade-aa84-848a445c0e24,2025-07-31,22.21
881727b0-8301-48a8-9ea5-2339003b2995,d86afe69-4b2b-44b6-a48b-5f9d26669777,2025-08-12,45.24
632b5be4-7003-4b35-9648-ad172dcd6123,d86afe69-4b2b-44b6-a48b-5f9d26669777,2025-08-20,136.65
5d4dc7b0-6050-41ac-a56b-904b78f50796,d86afe69-4b2b-44b6-a48b-5f9d26669777,2025-07-28,25.02
b9fed2f5-db97-4e1f-b47b-1e6742044696,d86afe69-4b2b-44b6-a48b-5f9d26669777,2025-07-28,33.52
ebdcabc5-f769-4766-bc5d-f563ae84865b,d14c024b-871a-47e1-a8c0-1669f317a842,2025-08-17,64.75
34373f60-b504-449e-baa4-25aa51f2bbbc,d14c024b-871a-47e1-a8c0-1669f317a842,2025-08-06,97.21
c860bc92-de08-44a5-9fd2-bc886d5b6f17,6390b8cc-4dc7-4469-a4fd-3826c54a5d4b,2025-07-29,105.52
621dcc10-8513-4e5a-ad44-e77ac705d740,6390b8cc-4dc7-4469-a4fd-3826c54a5d4b,2025-08-09,118.9
53e81b19-4945-4e01-89f7-63d39ea2e3f8,e432625a-e002-4b06-b4d3-d87a67057bce,2025-08-17,54.25
3ddf3e72-d4f8-4382-8a81-49ccd3f68c21,eab54372-2fab-446e-96cb-f738485f72ef,2025-08-17,104.06
8e21527d-437e-4425-8677-f036998c41dd,66bbb604-8d3c-4749-aafa-b00a1d404628,2025-08-06,165.7
580ee5ce-5c57-4c0e-a8de-d5b31e5d6084,66bbb604-8d3c-4749-aafa-b00a1d404628,2025-08-14,39.27
fabcafe3-75ce-4073-b2af-c5b1a6feb7c8,66bbb604-8d3c-4749-aafa-b00a1d404628,2025-07-28,45.38
d5020813-7712-4787-aad5-7cf98e5daa20,66bbb604-8d3c-4749-aafa-b00a1d404628,2025-07-30,84.18
a8a3b8de-c759-4361-9177-8f30fc8b3494,e2434c85-f2e8-4314-9f0d-9e4092aaa81f,2025-08-02,62.34
46864038-5eff-4cb9-909b-f967dda1e010,e2434c85-f2e8-4314-9f0d-9e4092aaa81f,2025-08-24,139.47
dd8b2a1e-2beb-4e3a-958f-8fc9ede76b95,e2434c85-f2e8-4314-9f0d-9e4092aaa81f,2025-08-15,88.17
5f86c905-4e9d-4750-9f7a-f01bc71a26f7,e2434c85-f2e8-4314-9f0d-9e4092aaa81f,2025-08-02,80.18
4a051729-ee82-475d-81ba-f96af2cd2e79,c270067e-2c27-407b-bd4a-3d45ada63e5c,2025-07-26,107.77
eed7aef9-6995-4e77-9963-cf49fb0123dc,c270067e-2c27-407b-bd4a-3d45ada63e5c,2025-08-14,223.29
697661d4-49d5-4186-b648-54e3357e6569,c270067e-2c27-407b-bd4a-3d45ada63e5c,2025-07-27,65.9
52170503-2042-4482-9b69-2ae872478283,4edf07e1-74c5-4a3e-917a-4063ca31a98a,2025-08-15,41.28
351ed75d-542b-4f7a-9a0f-265b13b5e950,cf4766a4-6a46-4f5f-9a71-a760d767ce2d,2025-08-21,103.0
34b13f5c-4dd1-4cf1-8401-4645ea396989,cf4766a4-6a46-4f5f-9a71-a760d767ce2d,2025-07-28,19.46
dc984f7b-deba-4fbd-abc3-cc20d105d851,87f2c911-f891-4dfa-9c5e-6772c543888a,2025-08-24,207.79
4aed61c0-f528-43a6-97b0-b7c1f3dc7b18,87f2c911-f891-4dfa-9c5e-6772c543888a,2025-08-17,43.43
372b86bb-e022-4b86-9059-9865b9a89975,87f2c911-f891-4dfa-9c5e-6772c543888a,2025-07-31,99.7
b048ecf0-dd0a-4798-9f2b-6688ce9e2032,87f2c911-f891-4dfa-9c5e-6772c543888a,2025-08-16,141.92
a2e00e27-0de3-47a6-bb54-0b51e2987a44,30c1cae5-08ae-47a6-83d9-12ff313f19b9,2025-07-30,101.31
217fd412-976a-42f5-9dc7-501667cc733f,30c1cae5-08ae-47a6-83d9-12ff313f19b9,2025-08-11,23.43
156f89bd-d072-40b2-bfeb-bb9a80496991,30c1cae5-08ae-47a6-83d9-12ff313f19b9,2025-08-04,209.6
4afb72d5-14d1-4266-ae28-e44c5ac784f0,30c1cae5-08ae-47a6-83d9-12ff313f19b9,2025-08-24,134.03
4bc52703-cb78-4642-a055-7b3c4fb64e92,29cd1b8e-ab3b-4c8f-a25d-7636cd7bce70,2025-08-04,113.37
1c0f0e3f-2e66-4c15-baf4-164a323991e6,29cd1b8e-ab3b-4c8f-a25d-7636cd7bce70,2025-08-10,116.08
fff442fe-9aaa-4f7d-99bc-0d3e6724a7cc,29cd1b8e-ab3b-4c8f-a25d-7636cd7bce70,2025-08-01,74.64
c22e0e3b-7f6e-4183-83ec-d45acd1e4be2,29cd1b8e-ab3b-4c8f-a25d-7636cd7bce70,2025-08-15,88.18
a2af6891-3c37-439c-a87d-259fa3efcbdd,089b2a58-1f99-48f8-b0c9-142676e7b63e,2025-07-27,78.29
3ca03d9d-3615-4269-837e-7c80c4e4df74,089b2a58-1f99-48f8-b0c9-142676e7b63e,2025-08-08,72.81
b72f675e-e608-4724-8c85-6b80e25fc748,089b2a58-1f99-48f8-b0c9-142676e7b63e,2025-08-14,135.61
1026ba4b-a26e-43ec-aa55-d816293e0eb5,00d8df5b-d7ec-4e11-905b-60267706039f,2025-08-19,106.01
14e16824-c45d-4a00-aae4-c6df7d6cdee4,00d8df5b-d7ec-4e11-905b-60267706039f,2025-08-23,223.24
bedc76fd-9326-42bb-9a6e-fc877c0223dc,9a418c22-3ef4-414e-a6cd-15e229a2c7d2,2025-08-08,84.99
f0d088fc-cb10-46b2-818a-4b492026045f,9a418c22-3ef4-414e-a6cd-15e229a2c7d2,2025-08-23,114.35
b2194a78-1411-4dd4-a2b0-67c6ecdb6532,8a80b775-50a9-47cc-a0ae-99e79ed705b6,2025-08-19,94.22
9042f86d-0c0e-487d-bd8c-f63a82bd23d8,8a80b775-50a9-47cc-a0ae-99e79ed705b6,2025-08-07,69.52
be1fb89a-d7e4-4f14-9332-cab8eeeb6acb,9b3b41d1-c9cc-4dc4-a9d9-03dd08f8f823,2025-07-29,90.65
2741050c-83fc-4b9c-a54c-bd79c36632a0,9b3b41d1-c9cc-4dc4-a9d9-03dd08f8f823,2025-08-19,94.6
78145ceb-78ae-49a5-bde5-51c7454d16b8,41fc312d-d2ee-43ba-afeb-049143cb143d,2025-08-22,96.56
e3669b9c-8d06-4b58-87e7-21e13aae93be,41fc312d-d2ee-43ba-afeb-049143cb143d,2025-08-07,136.29
d237229e-1e1a-4e20-bd72-af94d371225c,41fc312d-d2ee-43ba-afeb-049143cb143d,2025-08-23,77.05
b735c00c-844a-4d38-a213-03b77f8675e4,41fc312d-d2ee-43ba-afeb-049143cb143d,2025-08-05,176.54
832f5544-8991-4f2d-93e5-6eaeafa7716c,9e239f29-f582-479b-8445-2250bc1e0621,2025-08-25,160.94
a550260e-b454-4523-a9f5-858df607eecc,9e239f29-f582-479b-8445-2250bc1e0621,2025-08-13,33.44
6e641229-5785-445c-a234-ebfe8fe73006,9e239f29-f582-479b-8445-2250bc1e0621,2025-08-19,113.92
03695064-d443-4b68-a23e-8a19396a0654,9924295d-c4db-4fe3-9972-9fed79bbb32a,2025-08-24,71.82
1abc4831-23a4-48c6-953b-d0dc7d4b50ec,9924295d-c4db-4fe3-9972-9fed79bbb32a,2025-08-03,79.45
57936a87-f4b8-495b-ad5f-18612307f049,55ab2368-a086-4e7b-bacf-703b99a5a9b0,2025-08-24,61.51
e78d02eb-69bd-4df9-8a50-30b0266dfe0b,55ab2368-a086-4e7b-bacf-703b99a5a9b0,2025-08-10,71.98
d024e14b-67d4-4a86-b4a6-c156d3694a37,55ab2368-a086-4e7b-bacf-703b99a5a9b0,2025-08-22,176.06
dd6a212f-aeb8-42e6-8ae9-cb30439a413e,55ab2368-a086-4e7b-bacf-703b99a5a9b0,2025-08-02,167.41
233133fc-4ed6-4fff-94b5-5ea032ed4253,c31e2c70-afd3-4f32-9edc-ddbe791c4a40,2025-07-30,23.29
e8d3d038-a848-41a2-853c-56736cc977c1,4b9cf485-d5d6-49e7-8b98-6d2ffa202355,2025-07-29,145.62
9a82fbfe-51f5-4eb9-9d46-b6c92c0dade1,4b9cf485-d5d6-49e7-8b98-6d2ffa202355,2025-08-22,123.53
197c6264-9520-428b-a007-2f6834289f32,4b9cf485-d5d6-49e7-8b98-6d2ffa202355,2025-07-30,136.51
bbc614ae-f675-42ef-835f-af3cb0fffb02,4b9cf485-d5d6-49e7-8b98-6d2ffa202355,2025-08-14,185.73
3b64894e-7873-4255-a134-a42b8c9acd9d,ea7f1e80-541a-4e4e-bf2f-a2d8f858e8d8,2025-08-01,47.03
c03bf766-3cbb-4d64-b287-6d47824ff67c,ea7f1e80-541a-4e4e-bf2f-a2d8f858e8d8,2025-08-21,160.39
b4d0be11-4059-4e92-93c8-e41a615e34ad,ea7f1e80-541a-4e4e-bf2f-a2d8f858e8d8,2025-07-30,84.17
e8267071-1409-46fc-9370-9d1261536a3b,fd1c2710-8ad6-4f26-973e-76c56ad0cf95,2025-08-16,88.37
932a3112-5f17-430b-87e1-f7bd94d677dd,2c97dbb1-5fc4-4b8b-8519-35d92f2a241c,2025-08-09,47.68
96a71cb3-da95-4919-b308-59d26728b0fc,2c97dbb1-5fc4-4b8b-8519-35d92f2a241c,2025-08-15,72.69
134288a8-077c-4987-b532-741803922ef0,60f07c58-e213-468b-ab23-d826ce52df4e,2025-07-30,119.59
b2f24694-9fff-4ae5-a75b-15b1e69ee003,60f07c58-e213-468b-ab23-d826ce52df4e,2025-07-26,146.76
2344ca48-0e39-4429-ad65-8f41004deaeb,60f07c58-e213-468b-ab23-d826ce52df4e,2025-08-07,75.31
fdc3f3c7-d1ad-4f82-ad96-a0bc0ab40569,207c85fb-2361-4035-904c-092dbf3832dc,2025-08-15,50.29
63f42ce6-7b2a-4afb-8db8-4532ecba7e04,b97b82fd-6aed-4625-a137-8f00608f4208,2025-08-05,98.45
dd1b192b-e8c9-424b-a241-e1d269134467,b97b82fd-6aed-4625-a137-8f00608f4208,2025-08-25,12.86
91b32778-d5df-4c87-8039-8096f20f7a74,b97b82fd-6aed-4625-a137-8f00608f4208,2025-08-15,99.75
f99f3c10-3df9-4f9f-98d1-6846979b2fff,b97b82fd-6aed-4625-a137-8f00608f4208,2025-08-20,136.62
a3360b0b-414a-4df8-a822-03911df1f225,820bfa2e-8370-468b-a031-2948ae5303ef,2025-08-03,38.09
9ef68857-b663-4407-984c-25c28a0607d8,820bfa2e-8370-468b-a031-2948ae5303ef,2025-08-23,56.26
2145b0e8-b7be-409b-8ea4-6b6007700327,820bfa2e-8370-468b-a031-2948ae5303ef,2025-08-15,13.82
78cabe93-8fa4-48c6-a95b-fbe34f1b97e1,287e7d67-f22a-434b-bfb6-7a367b4e21dc,2025-08-07,123.25
2d9efb7f-b27d-49d1-a87d-64cecdeaf3c0,287e7d67-f22a-434b-bfb6-7a367b4e21dc,2025-07-27,108.33
f8a05bba-e7ea-4e39-9ebd-34d47a19508f,26ec2880-ff9a-4fc1-845f-3ede85973543,2025-08-10,133.9
9693600f-bd81-4dd0-85e2-7e70be305836,26ec2880-ff9a-4fc1-845f-3ede85973543,2025-08-20,75.6
d2d6de13-02c6-454d-81b7-8df70820eda7,26ec2880-ff9a-4fc1-845f-3ede85973543,2025-08-22,129.41
55912528-6050-4f13-b4f0-a9a271947f98,26ec2880-ff9a-4fc1-845f-3ede85973543,2025-08-17,125.43
14fb77b0-ed50-40ae-ba0c-027cf736eff7,b2f52052-6a75-4c18-abc1-6453b4fcbd43,2025-08-02,113.83
3a175527-a51b-4776-82f7-7dcab5d70707,b2f52052-6a75-4c18-abc1-6453b4fcbd43,2025-08-09,139.97
